epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,956.002,0.76028,0.49481,0.9653,0.97473,0.98582,0.98577,0.77765,0.7797,0.53131,1.00211,0.0005151,0.0005151,0.0005151
27,984.042,0.74247,0.49883,0.96558,0.99289,0.9911,0.99472,0.78229,0.81494,0.53882,1.01793,0.000514312,0.000514312,0.000514312
28,1012.07,0.82366,0.52142,0.99276,0.99289,0.9911,0.99472,0.78229,0.81494,0.53882,1.01793,0.00051194,0.00051194,0.00051194
29,1041.12,0.86325,0.4922,1.02995,0.99291,0.99264,0.99493,0.78026,0.78666,0.52181,0.99753,0.000507984,0.000507984,0.000507984
30,1069.7,0.75074,0.46046,0.95852,0.99277,0.97396,0.9937,0.79051,0.74689,0.52174,0.96225,0.000502444,0.000502444,0.000502444
31,1098.97,0.78421,0.47146,0.92727,0.99277,0.97396,0.9937,0.79051,0.74689,0.52174,0.96225,0.00049532,0.00049532,0.00049532
32,1129.77,0.79804,0.4744,0.94592,1,0.964,0.99412,0.76185,0.82212,0.55548,0.98556,0.000486612,0.000486612,0.000486612
33,1198.65,0.75603,0.44825,0.92172,0.98583,0.98709,0.99107,0.70911,0.99672,0.62177,1.05886,0.00047632,0.00047632,0.00047632
34,1261.54,0.75854,0.43674,0.91134,0.98583,0.98709,0.99107,0.70911,0.99672,0.62177,1.05886,0.000464444,0.000464444,0.000464444
35,1302.87,0.71533,0.41245,0.91729,0.99863,1,0.995,0.71792,0.98806,0.5799,1.05743,0.000450984,0.000450984,0.000450984
36,1373.2,0.77799,0.44188,0.94403,0.9989,1,0.995,0.75513,0.83621,0.51901,0.99009,0.00043594,0.00043594,0.00043594
37,1444.19,0.7319,0.43819,0.95389,0.9989,1,0.995,0.75513,0.83621,0.51901,0.99009,0.000419312,0.000419312,0.000419312
38,1507.27,0.81701,0.45361,0.98476,0.99884,1,0.995,0.77546,0.78342,0.48861,0.97188,0.0004011,0.0004011,0.0004011
39,1572.13,0.79197,0.46841,0.96546,0.9982,1,0.995,0.76213,0.80427,0.4911,0.98157,0.000381304,0.000381304,0.000381304
40,1639.42,0.7773,0.41896,0.96521,0.9982,1,0.995,0.76213,0.80427,0.4911,0.98157,0.000359924,0.000359924,0.000359924
41,1710.6,0.69391,0.44224,0.92769,0.99299,0.98582,0.99493,0.75874,0.82337,0.50682,0.98394,0.00033696,0.00033696,0.00033696
42,1780.01,0.67402,0.4004,0.93004,0.83135,0.97887,0.97947,0.7613,0.74938,0.50065,0.95308,0.000312412,0.000312412,0.000312412
43,1846.65,0.72659,0.41555,0.91959,0.83135,0.97887,0.97947,0.7613,0.74938,0.50065,0.95308,0.00028628,0.00028628,0.00028628
44,1917.44,0.70034,0.42282,0.95982,0.99955,1,0.995,0.81241,0.67122,0.44157,0.92229,0.000258564,0.000258564,0.000258564
45,1995.87,0.70579,0.40631,0.93207,0.99955,1,0.995,0.81241,0.67122,0.44157,0.92229,0.000229264,0.000229264,0.000229264
46,2074.3,0.66083,0.42687,0.90445,0.99947,1,0.995,0.82644,0.65307,0.41894,0.90975,0.00019838,0.00019838,0.00019838
47,2127.42,0.73634,0.41954,0.98369,0.99947,1,0.995,0.82644,0.65307,0.41894,0.90975,0.000165912,0.000165912,0.000165912
48,2206.37,0.69534,0.41377,0.88503,0.99935,1,0.995,0.83256,0.65507,0.40507,0.90912,0.00013186,0.00013186,0.00013186
49,2250.44,0.63495,0.38605,0.91344,0.99935,1,0.995,0.83256,0.65507,0.40507,0.90912,9.6224e-05,9.6224e-05,9.6224e-05
50,2292.41,0.65173,0.38495,0.89329,0.99918,1,0.995,0.82983,0.65453,0.39575,0.90727,5.9004e-05,5.9004e-05,5.9004e-05
